timestamp,equity,cash
2005-01-03,100000.0,100000.0
2005-01-04,100000.0,100000.0
2005-01-05,100000.0,100000.0
2005-01-06,100000.0,100000.0
2005-01-07,100000.0,100000.0
2005-01-10,100000.0,100000.0
2005-01-11,100000.0,100000.0
2005-01-12,100000.0,100000.0
2005-01-13,100000.0,100000.0
2005-01-14,100000.0,100000.0
2005-01-18,100000.0,100000.0
2005-01-19,100000.0,100000.0
2005-01-20,100000.0,100000.0
2005-01-21,100000.0,100000.0
2005-01-24,100000.0,100000.0
2005-01-25,100000.0,100000.0
2005-01-26,100000.0,100000.0
2005-01-27,100000.0,100000.0
2005-01-28,100000.0,100000.0
2005-01-31,100000.0,100000.0
2005-02-01,100000.0,100000.0
2005-02-02,100000.0,100000.0
2005-02-03,100000.0,100000.0
2005-02-04,100000.0,100000.0
2005-02-07,100000.0,100000.0
2005-02-08,100000.0,100000.0
2005-02-09,100000.0,100000.0
2005-02-10,100000.0,100000.0
2005-02-11,100000.0,100000.0
2005-02-14,100000.0,100000.0
2005-02-15,100000.0,100000.0
2005-02-16,100000.0,100000.0
2005-02-17,100000.0,100000.0
2005-02-18,100000.0,100000.0
2005-02-22,100000.0,100000.0
2005-02-23,100000.0,100000.0
2005-02-24,100000.0,100000.0
2005-02-25,100000.0,100000.0
2005-02-28,100000.0,100000.0
2005-03-01,100000.0,100000.0
2005-03-02,100000.0,100000.0
2005-03-03,100000.0,100000.0
2005-03-04,100000.0,100000.0
2005-03-07,100000.0,100000.0
2005-03-08,100000.0,100000.0
2005-03-09,100000.0,100000.0
2005-03-10,100000.0,100000.0
2005-03-11,100000.0,100000.0
2005-03-14,100000.0,100000.0
2005-03-15,99295.81203895478,2154.62162461548
2005-03-16,103139.85337073711,99806.13549489883
2005-03-17,1256117.3043242325,813732.3859794965
2005-03-18,1255182.4817932479,813732.3859794965
2005-03-21,1252922.2616272797,813732.3859794965
2005-03-22,1246941.219831701,831452.8057548958
2005-03-23,1248186.3025642592,831452.8057548958
2005-03-24,1247156.4105079132,831452.8057548958
2005-03-28,1248423.8428297,831452.8057548958
2005-03-29,1245036.741132136,831452.8057548958
2005-03-30,1252880.713322993,831452.8057548958
2005-03-31,1252457.5903176027,831452.8057548958
2005-04-01,1250436.7454606206,826837.4909197004
2005-04-04,1250802.6506800563,826837.4909197004
2005-04-05,1252748.3460374982,826837.4909197004
2005-04-06,1254463.257957092,826837.4909197004
2005-04-07,1255518.3529553416,829117.9979549648
2005-04-08,1252146.4297698736,829117.9979549648
2005-04-11,1251734.0361965704,836237.4567124654
2005-04-12,1254002.6016748953,836237.4567124654
2005-04-13,1248882.724869371,840230.9507750277
2005-04-14,1245334.2238730565,855832.6504396574
2005-04-15,1241909.4317242233,901005.9305759994
2005-04-18,1242238.2238318054,901005.9305759994
2005-04-19,1243223.3600871828,928341.4933676985
2005-04-20,1238578.6288776663,928341.4933676985
2005-04-21,1243324.8867257293,876433.0217421706
2005-04-22,1241880.305430716,876433.0217421706
2005-04-25,1244778.3432341272,876433.0217421706
2005-04-26,1242080.053903645,876433.0217421706
2005-04-27,1243023.4181841072,876433.0217421706
2005-04-28,1241352.7571002971,910982.7526444924
2005-04-29,1246316.570521948,911184.7792772028
2005-05-02,1248206.2083460065,911184.7792772028
2005-05-03,1249828.63684046,911184.7792772028
2005-05-04,1252717.9149486658,905890.6842882272
2005-05-05,1251520.6398365137,905890.6842882272
2005-05-06,1251124.855228388,905890.6842882272
2005-05-09,1252566.1204616663,905890.6842882272
2005-05-10,1249336.1090314027,905890.6842882272
2005-05-11,1251631.6534013387,905890.6842882272
2005-05-12,1248593.535496903,911726.0984184269
2005-05-13,1246674.5287123304,940390.8399563414
2005-05-16,1249789.6910915952,940390.8399563414
2005-05-17,1251005.1005752664,940390.8399563414
2005-05-18,1253512.9499676805,940390.8399563414
2005-05-19,1254481.725569306,940390.8399563414
2005-05-20,1253043.2618918996,940390.8399563414
2005-05-23,1253986.5337579828,940390.8399563414
2005-05-24,1253377.823574124,940390.8399563414
2005-05-25,1252218.1214790922,940390.8399563414
2005-05-26,1253760.155138312,940390.8399563414
2005-05-27,1254093.0428355318,940390.8399563414
2005-05-31,1252422.0833411794,940390.8399563414
2005-06-01,1255543.231750546,940390.8399563414
2005-06-02,1256308.5950110536,940390.8399563414
2005-06-03,1254205.1657894235,940390.8399563414
2005-06-06,1254187.3804809866,958936.6374661742
2005-06-07,1254638.3211951074,958936.6374661742
2005-06-08,1254197.7379464922,958936.6374661742
2005-06-09,1255307.3069381532,958936.6374661742
2005-06-10,1254122.5609962759,958936.6374661742
2005-06-13,1253715.0263092336,958936.6374661742
2005-06-14,1253814.9004542646,958936.6374661742
2005-06-15,1253298.3282004087,948183.6563449592
2005-06-16,1253212.823511669,948183.6563449592
2005-06-17,1254560.044062683,948183.6563449592
2005-06-20,1254797.6327119558,948183.6563449592
2005-06-21,1253544.483191797,948183.6563449592
2005-06-22,1253776.3361364095,948183.6563449592
2005-06-23,1250722.8752830713,948183.6563449592
2005-06-24,1249211.2789868065,964404.5311478325
2005-06-27,1249646.1004043766,964404.5311478325
2005-06-28,1252848.4144877144,964404.5311478325
2005-06-29,1253464.5694078156,964404.5311478325
2005-06-30,1252343.6955264756,964404.5311478325
2005-07-01,1252923.1786669441,964404.5311478325
2005-07-05,1254305.0260918848,950838.4042876473
2005-07-06,1252631.5603526346,950838.4042876473
2005-07-07,1252150.8458760493,950838.4042876473
2005-07-08,1254889.040618252,969095.280381512
2005-07-11,1256323.5221012346,969095.280381512
2005-07-12,1257287.8093889467,969095.280381512
2005-07-13,1258287.7678342573,969095.280381512
2005-07-14,1260386.5425868742,969095.280381512
2005-07-15,1260526.8299759142,969095.280381512
2005-07-18,1258510.8839481585,969095.280381512
2005-07-19,1259502.0446248762,969095.280381512
2005-07-20,1259874.5795443766,969095.280381512
2005-07-21,1258917.0428894274,969095.280381512
2005-07-22,1258508.2827652209,969095.280381512
2005-07-25,1256658.2295153849,969095.280381512
2005-07-26,1257585.4655683748,969095.280381512
2005-07-27,1259266.863014292,969095.280381512
2005-07-28,1261161.7959130015,1001865.6681502069
2005-07-29,1258979.7205136027,1001865.6681502069
2005-08-01,1259973.880635282,1001865.6681502069
2005-08-02,1261381.1485884394,1001865.6681502069
2005-08-03,1262151.8851678576,1001865.6681502069
2005-08-04,1259958.4492643084,1001865.6681502069
2005-08-05,1258252.4816852417,1020373.9963196125
2005-08-08,1257702.8946283665,1020373.9963196125
2005-08-09,1258846.1093147602,1020373.9963196125
2005-08-10,1258378.0548570957,1020373.9963196125
2005-08-11,1259412.4526336994,1020373.9963196125
2005-08-12,1258811.395235857,1020373.9963196125
2005-08-15,1261045.1170216408,1020373.9963196125
2005-08-16,1258974.269105753,1020373.9963196125
2005-08-17,1259204.034273466,1020373.9963196125
2005-08-18,1260231.0337155666,1020373.9963196125
2005-08-19,1260483.9657934513,1020373.9963196125
2005-08-22,1261005.2056179848,1020373.9963196125
2005-08-23,1259605.9819882717,1020373.9963196125
2005-08-24,1257505.1165562477,1020373.9963196125
2005-08-25,1258077.5272723045,1020373.9963196125
2005-08-26,1256396.4257925358,1020373.9963196125
2005-08-29,1258631.0832875576,1020373.9963196125
2005-08-30,1256989.9496172275,1020373.9963196125
2005-08-31,1258983.771058401,1020373.9963196125
2005-09-01,1259290.8079920616,1020373.9963196125
2005-09-02,1259208.6313687172,1020373.9963196125
2005-09-06,1261473.6637998428,1020373.9963196125
2005-09-07,1261454.3890064564,1020373.9963196125
2005-09-08,1260241.192718586,1020373.9963196125
2005-09-09,1261928.6740752067,1020373.9963196125
2005-09-12,1262479.5862444248,1020373.9963196125
2005-09-13,1260973.120365223,1020373.9963196125
2005-09-14,1260291.1231358852,1020373.9963196125
2005-09-15,1260895.2739711609,1020373.9963196125
2005-09-16,1262993.1161391635,1062309.3967909713
2005-09-19,1261613.5158793826,1062309.3967909713
2005-09-20,1261255.0606355567,1062309.3967909713
2005-09-21,1258243.9320318599,1062309.3967909713
2005-09-22,1259057.3577244182,1062309.3967909713
2005-09-23,1259435.9901604552,1062309.3967909713
2005-09-26,1259608.575407495,1062309.3967909713
2005-09-27,1260794.1200885673,1062309.3967909713
2005-09-28,1260917.6842368098,1067789.3482220622
2005-09-29,1263221.066526458,1067789.3482220622
2005-09-30,1263227.0906540155,1091202.1051276922
2005-10-03,1262826.5088182688,1091202.1051276922
2005-10-04,1261896.495202233,1108799.1720122593
2005-10-05,1260308.7955688732,1108799.1720122593
2005-10-06,1260243.7645187404,1115911.0631241824
2005-10-07,1261087.9995605971,1115911.0631241824
2005-10-10,1260314.1144883658,1115911.0631241824
2005-10-11,1259686.472898009,1115911.0631241824
2005-10-12,1258466.8722641494,1115911.0631241824
2005-10-13,1259032.2356469657,1115911.0631241824
2005-10-14,1260318.5428159263,1115911.0631241824
2005-10-17,1260153.741566899,1115911.0631241824
2005-10-18,1259754.2971415545,1115911.0631241824
2005-10-19,1260466.1496702721,1142021.286736398
2005-10-20,1259333.0520683816,1142021.286736398
2005-10-21,1260391.6877073338,1142021.286736398
2005-10-24,1262570.2102669766,1142021.286736398
2005-10-25,1262870.8226901582,1142021.286736398
2005-10-26,1262678.4191807797,1142021.286736398
2005-10-27,1261703.2501532128,1142021.286736398
2005-10-28,1263517.0879942467,1142021.286736398
2005-10-31,1262993.2844497254,1142021.286736398
2005-11-01,1263235.1589988759,1142021.286736398
2005-11-02,1264418.0166057637,1142021.286736398
2005-11-03,1265224.4116491368,1142021.286736398
2005-11-04,1265103.9843508294,1142021.286736398
2005-11-07,1265958.2212986043,1142021.286736398
2005-11-08,1265939.0674089482,1142021.286736398
2005-11-09,1266996.5142778447,1142021.286736398
2005-11-10,1269172.91499105,1142021.286736398
2005-11-11,1270099.8899337342,1142021.286736398
2005-11-14,1269145.5445949128,1142021.286736398
2005-11-15,1268211.047134786,1142021.286736398
2005-11-16,1269314.8904065182,1142021.286736398
2005-11-17,1270570.7291583112,1142021.286736398
2005-11-18,1271150.4051088383,1142021.286736398
2005-11-21,1271038.5485962918,1142021.286736398
2005-11-22,1271993.9121924927,1142021.286736398
2005-11-23,1272789.2185474923,1142021.286736398
2005-11-25,1273405.2937795212,1142021.286736398
2005-11-28,1272185.591784387,1142021.286736398
2005-11-29,1272117.9212612202,1142021.286736398
2005-11-30,1270157.0742327264,1142021.286736398
2005-12-01,1272079.6007203152,1142021.286736398
2005-12-02,1272761.375237613,1142021.286736398
2005-12-05,1272633.9613865903,1142021.286736398
2005-12-06,1272263.9099635174,1142021.286736398
2005-12-07,1271016.7082974007,1142021.286736398
2005-12-08,1271175.6779612591,1142021.286736398
2005-12-09,1271712.3070925763,1142021.286736398
2005-12-12,1271496.093914657,1142021.286736398
2005-12-13,1312367.2254345887,977863.4091167919
2005-12-14,1313508.3945910805,977863.4091167919
2005-12-15,1313064.822426843,977863.4091167919
2005-12-16,1311999.582222926,977863.4091167919
2005-12-19,1309414.166613362,987416.964837692
2005-12-20,1310452.9610138752,987416.964837692
2005-12-21,1311125.32604929,987416.964837692
2005-12-22,1312875.4075417735,987416.964837692
2005-12-23,1313373.7269864443,993320.3177971009
2005-12-27,1310179.0441058916,996039.423670773
2005-12-28,1311214.5774265572,996039.423670773
2005-12-29,1309861.3812098545,996039.423670773
2005-12-30,1308159.4083421868,996039.423670773
2006-01-03,1313195.5948593062,996039.423670773
2006-01-04,1315610.7389066012,1001301.6483974846
2006-01-05,1315771.9072716625,1001301.6483974846
2006-01-06,1319268.7375367323,1016076.4675946275
2006-01-09,1321077.598830826,1023130.5461891961
2006-01-10,1321066.8066388438,1023130.5461891961
2006-01-11,1322201.8987270663,1023130.5461891961
2006-01-12,1320514.709825165,1023130.5461891961
2006-01-13,1320512.5274988483,1023130.5461891961
2006-01-17,1319885.2046200107,1023130.5461891961
2006-01-18,1319478.2101623635,1026413.7822880369
2006-01-19,1321635.690781611,1042906.6860268292
2006-01-20,1317273.914038198,1050922.4984612633
2006-01-23,1317600.1759422603,1053049.1415010276
2006-01-24,1319376.8357234576,1061879.8387816527
2006-01-25,1318460.493724642,1061879.8387816527
2006-01-26,1320033.5764848678,1064994.7002860992
2006-01-27,1321516.6052418523,1069184.300653773
2006-01-30,1321363.6171231861,1077000.4045746918
2006-01-31,1320744.1221150367,1088323.6112524478
2006-02-01,1321565.8891583888,1088323.6112524478
2006-02-02,1320238.5444465477,1103967.2501266797
2006-02-03,1319294.8344190994,1107573.6464055458
2006-02-06,1319762.662758836,1120321.227878341
2006-02-07,1319053.6506593316,1120321.227878341
2006-02-08,1319978.3451717598,1124199.6957531674
2006-02-09,1320244.4569101592,1127415.2804482242
2006-02-10,1320889.5021511316,1128530.6232987642
2006-02-13,1320670.6851483583,1128530.6232987642
2006-02-14,1322064.9464878056,1132788.024413726
2006-02-15,1322726.5781634622,1135998.3180375868
2006-02-16,1323568.9295944206,1143132.3079952232
2006-02-17,1323520.3882285503,1150808.7015797046
2006-02-21,1323112.6594712718,1152450.489963053
2006-02-22,1324537.0623556676,1160695.1091054978
2006-02-23,1324351.0281344953,1160695.1091054978
2006-02-24,1324569.846702248,1160695.1091054978
2006-02-27,1325423.8206808788,1164585.939260505
2006-02-28,1323791.399641536,1164585.939260505
2006-03-01,1324706.7994292718,1169370.530451153
2006-03-02,1324088.4344032747,1169370.530451153
2006-03-03,1323776.3127396593,1170378.4518120775
2006-03-06,1322885.0437253276,1173924.643084363
2006-03-07,1323069.8178993464,1177269.6211482286
2006-03-08,1323734.9374070202,1178542.3021154439
2006-03-09,1323258.143628124,1178542.3021154439
2006-03-10,1324416.4796175992,1178542.3021154439
2006-03-13,1324537.820509914,1178542.3021154439
2006-03-14,1325521.5042812242,1183124.3262121095
2006-03-15,1325768.6725453811,1185066.95674748
2006-03-16,1345719.736829577,1290210.058036087
2006-03-17,2424919.1833280483,1956431.002220676
2006-03-20,2423866.0046899477,1956431.002220676
2006-03-21,2422002.957123504,1956431.002220676
2006-03-22,2425757.704185621,1956431.002220676
2006-03-23,2424666.2999316836,1952456.0986798191
2006-03-24,2424281.3419838334,1952456.0986798191
2006-03-27,2422258.03636817,1952456.0986798191
2006-03-28,2417893.8657374764,1952456.0986798191
2006-03-29,2421078.3969145203,1952456.0986798191
2006-03-30,2417956.967573204,1952456.0986798191
2006-03-31,2416447.443518677,1952456.0986798191
2006-04-03,2417532.623542824,1952456.0986798191
2006-04-04,2420644.996589818,1952456.0986798191
2006-04-05,2423326.131860533,1952456.0986798191
2006-04-06,2422181.1799807837,1957622.3642206478
2006-04-07,2418322.5866440823,1957622.3642206478
2006-04-10,2418522.2750664046,1957622.3642206478
2006-04-11,2416074.019059091,1957622.3642206478
2006-04-12,2416206.4995835116,1957622.3642206478
2006-04-13,2415724.1677147653,1981949.633418849
2006-04-17,2414581.623608997,1981949.633418849
2006-04-18,2422359.6608604696,1981949.633418849
2006-04-19,2424856.523063829,1981949.633418849
2006-04-20,2425360.8167959955,1981949.633418849
2006-04-21,2425095.9364140476,1991206.9888670887
2006-04-24,2425850.678290769,1991206.9888670887
2006-04-25,2423694.356775328,1991206.9888670887
2006-04-26,2426000.6727257343,2001740.2374653192
2006-04-27,2428995.094382939,2001740.2374653192
2006-04-28,2428286.407955449,2018327.716667812
2006-05-01,2427035.7201378755,2018327.716667812
2006-05-02,2428746.9839971475,2018327.716667812
