,timestamp,symbol,side,price,quantity,buy_price,sell_price,pnl
0,2009-03-16,AAPL,sell,2.8964828785864802,6384,,2.8964828785864802,
1,2009-03-16,MSFT,sell,12.51231087717859,817,,12.51231087717859,
2,2009-03-16,AMZN,sell,3.4297140013803413,1547,,3.4297140013803413,
3,2009-03-16,NVDA,sell,0.2270299562254407,14542,,0.2270299562254407,
4,2009-03-16,BRK-B,buy,56.92845599136173,133,56.92845599136173,,
5,2009-03-16,V,buy,11.75940614652874,856,11.75940614652874,,
6,2009-03-16,UNH,sell,16.857961178339085,232,,16.857961178339085,
7,2009-03-16,XOM,sell,36.09444980886341,390,,36.09444980886341,
8,2009-03-16,JNJ,sell,33.23457409554447,413,,33.23457409554447,
9,2009-03-16,PG,buy,29.07821321895805,326,29.07821321895805,,
10,2009-03-16,HD,buy,13.798776999185154,773,13.798776999185154,,
11,2009-03-16,BAC,buy,4.816461866488819,231,4.816461866488819,,
12,2009-03-16,KO,buy,12.382125366885194,1369,12.382125366885194,,
13,2009-03-16,PEP,sell,29.636891650187764,242,,29.636891650187764,
14,2009-03-16,TMO,buy,33.200152148533675,106,33.200152148533675,,
15,2009-03-16,CRM,buy,8.12538512794786,1283,8.12538512794786,,
16,2009-03-16,ORCL,buy,12.463916870405711,481,12.463916870405711,,
17,2009-03-16,INTC,buy,9.360316471436946,1182,9.360316471436946,,
18,2009-03-16,WMT,buy,11.611760719398871,1324,11.611760719398871,,
19,2009-03-16,MCD,sell,33.170713505389216,246,,33.170713505389216,
20,2009-03-16,NKE,buy,9.020403482814853,628,9.020403482814853,,
21,2009-03-16,DIS,sell,14.40162857395148,537,,14.40162857395148,
22,2009-03-16,NFLX,buy,0.5671404496879628,8670,0.5671404496879628,,
23,2009-03-16,AMD,buy,2.511255145590593,1408,2.511255145590593,,
24,2009-03-16,TXN,buy,10.574356377311238,1040,10.574356377311238,,
25,2009-03-16,LIN,sell,46.768827335201735,266,,46.768827335201735,
26,2009-03-16,CAT,sell,17.034423768776215,396,,17.034423768776215,
27,2009-03-16,GE,buy,33.90268935090231,93,33.90268935090231,,
28,2009-03-16,CVX,sell,31.605837507077208,203,,31.605837507077208,
29,2009-03-16,MRK,buy,14.501146205887066,287,14.501146205887066,,
30,2009-03-16,ABT,buy,15.584373060628932,239,15.584373060628932,,
31,2009-03-16,DHR,buy,10.829945693742498,600,10.829945693742498,,
32,2009-03-16,BMY,sell,11.474483292634973,484,,11.474483292634973,
33,2009-03-16,WFC,buy,9.457219624364143,288,9.457219624364143,,
34,2009-03-16,GS,buy,75.2493146983727,50,75.2493146983727,,
35,2009-03-16,MS,buy,18.217723391464613,322,18.217723391464613,,
36,2009-03-16,C,sell,20.266804358637593,143,,20.266804358637593,
37,2009-03-16,BA,sell,26.73531091550241,341,,26.73531091550241,
38,2009-03-16,AMGN,sell,35.2632741791502,189,,35.2632741791502,
39,2009-03-16,MDT,sell,20.884728296935023,396,,20.884728296935023,
40,2009-03-16,AMAT,buy,8.121956119586768,1203,8.121956119586768,,
41,2009-03-16,GILD,buy,15.796122143522577,447,15.796122143522577,,
42,2009-03-16,LLY,sell,19.393232287020936,462,,19.393232287020936,
43,2009-03-16,VZ,buy,11.332571864664063,368,11.332571864664063,,
44,2009-03-16,INTU,buy,22.474073567938902,356,22.474073567938902,,
45,2009-03-16,MU,buy,3.738787746893252,930,3.738787746893252,,
46,2009-03-16,BKNG,sell,77.81624448616688,66,,77.81624448616688,
47,2009-03-16,TSM,buy,5.2885353579220435,1019,5.2885353579220435,,
48,2009-03-16,LRCX,buy,2.0078749401687905,2357,2.0078749401687905,,
49,2009-03-16,MDLZ,sell,9.900819357967995,1005,,9.900819357967995,
50,2009-03-16,USB,buy,8.568942781559334,212,8.568942781559334,,
51,2009-03-16,SCHW,buy,11.406174885722479,847,11.406174885722479,,
52,2009-03-16,F,buy,1.1732768780725333,2846,1.1732768780725333,,
53,2009-03-16,FDX,sell,38.383356772455855,210,,38.383356772455855,
54,2009-03-16,RTX,sell,18.05702759400716,776,,18.05702759400716,
55,2009-03-16,LMT,sell,36.64848247797376,275,,36.64848247797376,
56,2009-03-16,NOC,sell,26.206376014484118,418,,26.206376014484118,
57,2009-03-16,GD,sell,29.001492976587528,377,,29.001492976587528,
58,2009-03-16,HON,sell,16.77211405163494,381,,16.77211405163494,
59,2009-03-16,UNP,buy,13.52705426059449,195,13.52705426059449,,
60,2009-03-16,NSC,sell,20.269804490157608,224,,20.269804490157608,
61,2009-03-16,CSX,buy,1.9572407582913498,6379,1.9572407582913498,,
62,2009-03-16,DAL,buy,5.239196976919808,1484,5.239196976919808,,
63,2009-03-16,AAL,buy,3.1597635116643583,546,3.1597635116643583,,
64,2009-03-16,LUV,sell,5.340043566149793,1086,,5.340043566149793,
65,2009-03-16,EBAY,sell,4.5794559022665675,1241,,4.5794559022665675,
66,2009-03-16,VRTX,buy,28.514251215680382,142,28.514251215680382,,
67,2009-03-16,BIIB,sell,49.33466053227394,225,,49.33466053227394,
68,2009-03-16,ILMN,buy,35.96155758259779,294,35.96155758259779,,
69,2009-03-16,DXCM,buy,1.0380219196871845,2416,1.0380219196871845,,
70,2009-03-16,EA,buy,17.315491677781132,555,17.315491677781132,,
71,2009-03-16,TTWO,buy,7.403704560656277,697,7.403704560656277,,
72,2009-03-16,CMCSA,sell,4.60976578126247,1198,,4.60976578126247,
73,2009-03-16,TGT,sell,19.290812565389707,180,,19.290812565389707,
74,2009-03-16,CME,buy,21.083490376470483,246,21.083490376470483,,
75,2009-03-16,ICE,buy,11.92459740587162,745,11.92459740587162,,
76,2009-03-16,BK,buy,16.37336028378596,341,16.37336028378596,,
