timestamp,equity,cash
2009-01-02,100000.0,100000.0
2009-01-05,100000.0,100000.0
2009-01-06,100000.0,100000.0
2009-01-07,100000.0,100000.0
2009-01-08,100000.0,100000.0
2009-01-09,100000.0,100000.0
2009-01-12,100000.0,100000.0
2009-01-13,100000.0,100000.0
2009-01-14,100000.0,100000.0
2009-01-15,100000.0,100000.0
2009-01-16,100000.0,100000.0
2009-01-20,100000.0,100000.0
2009-01-21,100000.0,100000.0
2009-01-22,100000.0,100000.0
2009-01-23,100000.0,100000.0
2009-01-26,100000.0,100000.0
2009-01-27,100000.0,100000.0
2009-01-28,100000.0,100000.0
2009-01-29,100000.0,100000.0
2009-01-30,100000.0,100000.0
2009-02-02,100000.0,100000.0
2009-02-03,100000.0,100000.0
2009-02-04,100000.0,100000.0
2009-02-05,100000.0,100000.0
2009-02-06,100000.0,100000.0
2009-02-09,100000.0,100000.0
2009-02-10,100000.0,100000.0
2009-02-11,100000.0,100000.0
2009-02-12,100000.0,100000.0
2009-02-13,100000.0,100000.0
2009-02-17,100000.0,100000.0
2009-02-18,100000.0,100000.0
2009-02-19,100000.0,100000.0
2009-02-20,100000.0,100000.0
2009-02-23,100000.0,100000.0
2009-02-24,100000.0,100000.0
2009-02-25,100000.0,100000.0
2009-02-26,100000.0,100000.0
2009-02-27,100000.0,100000.0
2009-03-02,100000.0,100000.0
2009-03-03,100000.0,100000.0
2009-03-04,100000.0,100000.0
2009-03-05,100000.0,100000.0
2009-03-06,100000.0,100000.0
2009-03-09,100000.0,100000.0
2009-03-10,100000.0,100000.0
2009-03-11,100000.0,100000.0
2009-03-12,100000.0,100000.0
2009-03-13,100000.0,100000.0
2009-03-16,93084.09786365865,103834.22082997797
2009-03-17,508120.44707564305,281668.6396307875
2009-03-18,515275.4828965332,289055.91729923745
2009-03-19,511442.30959482153,289055.91729923745
2009-03-20,505455.98697873845,288006.55798935785
2009-03-23,522294.94607177266,291431.3789797414
2009-03-24,516864.6650468994,291431.3789797414
2009-03-25,519380.509112357,291431.3789797414
2009-03-26,522553.55881380854,279291.58874992846
2009-03-27,517115.22636964667,285601.82146925974
2009-03-30,509499.16720599757,295687.7173605047
2009-03-31,512746.4450416498,295687.7173605047
2009-04-01,514967.8061834507,295687.7173605047
2009-04-02,522264.17182057153,278425.14038323413
2009-04-03,523512.3910123032,293030.48196967656
2009-04-06,521758.72496075206,281145.9456300812
2009-04-07,516269.26792380976,281145.9456300812
2009-04-08,519168.4562511521,281145.9456300812
2009-04-09,527802.8710305189,283800.99726305355
2009-04-13,528367.115208105,293608.6839504398
2009-04-14,523490.4809551842,299552.0601884729
2009-04-15,524909.385529191,299552.0601884729
2009-04-16,528154.0242627289,284201.8496163215
2009-04-17,530036.9304808106,284201.8496163215
2009-04-20,520159.4364237513,284201.8496163215
2009-04-21,523551.54916663934,293816.10040461
2009-04-22,521777.1556203796,297698.1112977101
2009-04-23,523834.40114577126,304358.79163192224
2009-04-24,527182.3586340399,304358.79163192224
2009-04-27,526125.40745385,304358.79163192224
2009-04-28,526097.5268544407,304358.79163192224
2009-04-29,532551.9217163386,299317.45592928556
2009-04-30,531599.8945457784,275475.71794970316
2009-05-01,531824.1078046979,307628.9500535252
2009-05-04,536668.7155078473,307628.9500535252
2009-05-05,536413.8795745792,307628.9500535252
2009-05-06,539306.7277999097,301539.08155407244
2009-05-07,537523.1371250027,301539.08155407244
2009-05-08,543509.1172155761,301539.08155407244
2009-05-11,538977.3493693047,301539.08155407244
2009-05-12,537941.9368505405,295873.0505146311
2009-05-13,531872.2090789602,295873.0505146311
2009-05-14,533318.631025754,295873.0505146311
2009-05-15,530972.4210114108,295873.0505146311
2009-05-18,537294.3784736578,277186.7520485554
2009-05-19,536185.8174565021,277186.7520485554
2009-05-20,535607.5464855615,277186.7520485554
2009-05-21,532612.0161695663,277186.7520485554
2009-05-22,532386.3568285141,277186.7520485554
2009-05-26,538099.8593743551,294641.63477250515
2009-05-27,533292.8970939177,294641.63477250515
2009-05-28,536666.6705699372,294641.63477250515
2009-05-29,539273.0378614622,294641.63477250515
2009-06-01,545072.8926161784,294641.63477250515
2009-06-02,547177.4162112582,294641.63477250515
2009-06-03,544520.574961226,294641.63477250515
2009-06-04,546991.5786593813,294641.63477250515
2009-06-05,547027.4010450053,294641.63477250515
2009-06-08,546206.7706240821,294641.63477250515
2009-06-09,546228.317651506,294641.63477250515
2009-06-10,544974.2907145876,294641.63477250515
2009-06-11,545232.2873135465,294641.63477250515
2009-06-12,545051.6547887581,294641.63477250515
2009-06-15,539583.2361755329,294641.63477250515
2009-06-16,537250.8622343796,294641.63477250515
2009-06-17,538247.4301619786,294641.63477250515
2009-06-18,540668.3427761155,294641.63477250515
2009-06-19,540970.2710123318,294641.63477250515
2009-06-22,535856.1862578499,294641.63477250515
2009-06-23,534822.1391429561,294641.63477250515
2009-06-24,535322.0562778818,294641.63477250515
2009-06-25,541013.0018386501,294641.63477250515
2009-06-26,539843.239535417,294641.63477250515
2009-06-29,540931.0933721918,294641.63477250515
2009-06-30,539270.4239470023,294641.63477250515
2009-07-01,541078.3527396875,294641.63477250515
2009-07-02,534104.7474975991,294641.63477250515
2009-07-06,535231.9115305054,294641.63477250515
2009-07-07,530238.0631351876,294641.63477250515
2009-07-08,530974.6377983796,294641.63477250515
2009-07-09,531287.4277239698,294641.63477250515
2009-07-10,530653.8693224448,294641.63477250515
2009-07-13,535719.5131947356,294641.63477250515
2009-07-14,537067.2022227007,294641.63477250515
2009-07-15,543380.4512652713,294641.63477250515
