Timestamp,Close,High,Low,Open,Volume,symbol
2012-04-12,21.485877990722656,21.618584305638624,20.222002814797793,21.011924799750833,654700,PSX
2012-04-13,23.381690979003906,23.666063378446236,21.42900371703404,21.485878196922506,1685000,PSX
2012-04-16,23.097326278686523,23.381698772919886,22.743442650886266,23.381698772919886,550200,PSX
2012-04-17,22.749753952026367,23.22370715936025,22.749753952026367,23.00252996019804,179600,PSX
2012-04-18,22.749753952026367,23.02780563249467,21.8018475373586,22.749753952026367,207100,PSX
2012-04-19,22.749753952026367,23.520718607364365,22.62336594794053,22.749753952026367,598100,PSX
2012-04-20,22.95197868347168,23.381696542510454,22.812951608297023,22.812951608297023,149700,PSX
2012-04-23,22.547544479370117,22.90143057143262,22.383239275299328,22.90143057143262,95700,PSX
2012-04-24,21.959829330444336,22.749751248805644,21.915593895868135,22.749751248805644,124500,PSX
2012-04-25,21.959829330444336,22.433782481461122,21.801844946772075,21.991425725048714,266200,PSX
2012-04-26,22.086225509643555,22.11150359896096,21.76393589747478,21.87136657174813,183900,PSX
2012-04-27,21.555389404296875,22.27579779845784,21.4669185363333,22.27579779845784,536000,PSX
2012-04-30,21.517475128173828,22.054623542809704,21.485878729818936,21.70073761354315,4105700,PSX
2012-05-01,20.702274322509766,21.549070786868715,20.58852777446657,21.321575280131736,6878600,PSX
2012-05-02,20.22201156616211,20.645408776215845,19.988194027085,20.601173318766996,11287600,PSX
2012-05-03,19.836524963378906,20.209368320587338,19.62166603870539,20.17777191621058,11800000,PSX
2012-05-09,20.53165054321289,20.784424098146545,18.787501684114428,18.838056636166186,13990000,PSX
2012-05-10,20.525339126586914,21.075124328815207,19.918679426841813,20.88554347397628,8862000,PSX
2012-05-11,20.11457633972168,20.316797410132214,19.842842944016574,20.051382330551228,4460100,PSX
2012-05-14,19.792285919189453,19.956589843813514,19.444720712889744,19.710134559540094,6398200,PSX
2012-05-15,20.013471603393555,20.42423096166112,19.62798913216167,19.811251685804955,6362800,PSX
2012-05-16,20.28519630432129,20.46845878966526,19.748050300410394,19.88075661987299,6118600,PSX
2012-05-17,19.754377365112305,20.22201123017091,19.716461431546957,20.152497680862943,5850500,PSX
2012-05-18,19.8302001953125,20.02610170766399,19.583744931462544,19.8617977966556,7940800,PSX
2012-05-21,20.34207534790039,20.43686697486234,19.558473886199607,19.735415685167293,5480100,PSX
2012-05-22,19.988183975219727,20.392624822775115,19.798603194255634,20.14616836113154,5415000,PSX
2012-05-23,19.849157333374023,19.89971228657407,19.51423001509549,19.811241419805278,5268900,PSX
2012-05-24,19.672218322753906,19.86811986018216,19.432082548433517,19.855480818027033,4210400,PSX
2012-05-25,19.77964973449707,19.849163267927402,19.48263944631155,19.596388426351904,3217900,PSX
2012-05-29,19.59638214111328,20.045057190338472,19.501591756590717,19.76700555644897,3979600,PSX
2012-06-06,19.924997329711914,20.22200763290297,18.844383170059363,18.977090721919588,8609400,PSX
2012-06-07,20.11457633972168,20.69595905450397,20.05770185200082,20.266241238535475,7694300,PSX
2012-06-08,20.29783821105957,20.443183592509644,19.91235703440179,20.007147448159426,4302100,PSX
2012-06-11,20.60117530822754,20.88554785546895,20.367358951896545,20.506386066248314,5999000,PSX
2012-06-12,21.16358757019043,21.321571942462036,20.531650081104004,20.57588551248804,6809900,PSX
2012-06-13,20.708593368530273,21.163589166397404,20.563248024356138,21.02456213690458,2876200,PSX
2012-06-14,21.188867568969727,21.258381092682832,20.417905313930632,20.708596039775713,4460000,PSX
2012-06-15,22.05461883544922,22.06093714951134,21.094073584446054,21.233098189664165,9892400,PSX
