Timestamp,Close,High,Low,Open,Volume,symbol
2005-01-18,9.237964630126953,9.323524680853655,9.11969114820878,9.122207196778321,1772400,SRE
2005-01-27,9.298359870910645,9.300875919349107,9.197700654138288,9.248030262524466,3287200,SRE
2005-01-28,9.285781860351562,9.305913136731995,9.159958263110797,9.305913136731995,1583200,SRE
2005-01-31,9.366307258605957,9.3738563659424,9.270681072527651,9.293329354494679,1504200,SRE
2005-02-01,9.40405559539795,9.421670822601667,9.300880281794223,9.348693864168217,1682600,SRE
2005-02-02,9.49968147277832,9.507230581331763,9.366308768558937,9.404055271284008,1685800,SRE
2005-02-03,9.570138931274414,9.582722054273894,9.399018826022557,9.46193060118993,1531800,SRE
2005-02-04,9.791595458984375,9.791595458984375,9.537432132911679,9.537432132911679,2336800,SRE
2005-02-07,9.814237594604492,9.8394019224025,9.748809766355127,9.791589315603256,2928400,SRE
2005-02-08,9.909868240356445,10.0281417863315,9.836890312867622,10.015559616754324,3372000,SRE
2005-02-09,9.942580223083496,10.02562425797118,9.86960326631422,9.940064173522293,2734200,SRE
2005-02-10,10.043237686157227,10.080985142520241,9.965226724320585,10.01555634615204,3049000,SRE
2005-02-11,10.138867378234863,10.219394417032918,10.040725109697108,10.070922509256873,2072000,SRE
2005-02-14,10.19171142578125,10.252107175130305,10.108667390421033,10.171579189345609,1895800,SRE
2005-02-15,10.080985069274902,10.201775584818154,10.058336787613188,10.191709468533462,2115400,SRE
2005-02-16,10.148929595947266,10.153961693974098,10.065885579139689,10.078467744122083,1444800,SRE
2005-02-17,10.065890312194824,10.17158169969298,10.038208960242992,10.136351237193596,2314400,SRE
2005-02-18,9.94006061553955,10.065884167634989,9.909863231824753,10.065884167634989,3197000,SRE
2005-02-22,9.884697914123535,9.98284013085393,9.85450053050438,9.940060584056585,4893200,SRE
2005-02-23,9.977812767028809,10.058339801520306,9.940065299629305,10.002977105323161,5695800,SRE
2005-02-24,9.960193634033203,10.002973184356465,9.945094461000382,9.980324904786032,3659000,SRE
2005-02-25,9.975296974182129,10.038208787551046,9.877154698919913,9.927484341606664,3689600,SRE
2005-02-28,10.065890312194824,10.153966468443288,9.965231025089635,9.965231025089635,2610200,SRE
2005-03-01,10.186676025390625,10.254620867807828,10.065885514412592,10.065885514412592,3824800,SRE
2005-03-02,10.164031028747559,10.237008952697233,10.08853705498767,10.141382740623795,1389800,SRE
2005-03-03,10.113701820373535,10.229460275653008,10.040724853297476,10.20429497669747,2302400,SRE
2005-03-04,10.27978515625,10.330114775611092,10.118731142260625,10.121248151205384,1707800,SRE
2005-03-07,10.614476203918457,10.614476203918457,10.322565566464194,10.322565566464194,4253000,SRE
2005-03-08,10.541501998901367,10.705073077540117,10.498722431848199,10.614479923829915,4102600,SRE
2005-03-09,10.27978515625,10.468520508885858,10.269720000343899,10.430774014333274,2592600,SRE
2005-03-10,10.242043495178223,10.292373138291152,10.12125292768205,10.292373138291152,3547600,SRE
2005-03-11,10.063370704650879,10.239522954878929,10.063370704650879,10.153962879071976,1966200,SRE
2005-03-14,10.309988021850586,10.312504071940277,10.000462023083223,10.015560243537491,2904000,SRE
2005-03-15,10.231975555419922,10.38548050764155,10.199261149219101,10.330117814064458,1684200,SRE
2005-03-16,10.171574592590332,10.27726686619708,10.153959373648782,10.234486363083715,2184000,SRE
2005-03-17,10.264687538146973,10.3175332095622,10.191709633835831,10.19925874119295,1816000,SRE
2005-03-18,10.206809997558594,10.292370077418225,10.121249917698961,10.267204783366678,3231400,SRE
